block_idx,color_cue,condition,correct,cue_present,draw_trajectory,goes_in,good_cue,hole,key_press,kind,layout,num_bounces,response,rt,score,show_feedback,time_elapsed,trial,trial_index,trial_type,trials_completed,wall_cue,pid
0.0,False,6.0,False,True,True,False,True,instruct_1,,instruct,300_1.6,2.0,yes,13170.0,0.0,True,387629.0,1.0,5.0,ball,1.0,False,0
0.0,False,6.0,True,True,True,True,True,instruct_2,,instruct,0_1.6,1.0,yes,4008.0,1.0,True,396862.0,2.0,6.0,ball,2.0,False,0
0.0,False,6.0,True,True,True,False,True,instruct_4,,instruct,300_1.6,1.0,no,6667.0,2.0,True,408688.0,3.0,7.0,ball,3.0,False,0
0.0,False,6.0,True,True,True,False,True,instruct_5,,instruct,300_1.6,2.0,no,4454.0,3.0,True,419701.0,4.0,8.0,ball,4.0,False,0
0.0,False,6.0,False,True,True,True,True,instruct_3,,instruct,0_1.6,2.0,no,7087.0,3.0,True,432046.0,5.0,9.0,ball,5.0,False,0
0.0,False,6.0,True,True,True,False,True,instruct_0,,instruct,300_1.6,1.0,no,3755.0,4.0,True,440680.0,6.0,10.0,ball,6.0,False,0
0.0,False,6.0,True,True,True,True,True,instruct_6,,instruct,0_1.6,1.0,yes,3625.0,5.0,True,449801.0,7.0,11.0,ball,7.0,False,0
0.0,False,6.0,True,True,True,True,True,instruct_7,,instruct,0_1.6,2.0,yes,2429.0,6.0,True,457300.0,8.0,12.0,ball,8.0,False,0
1.0,background,6.0,True,True,True,True,True,easy_14,,easy,0_1.4,1.0,yes,3552.0,1.0,False,543855.0,1.0,16.0,ball,9.0,False,0
1.0,background,6.0,True,False,True,True,True,easy_10,,easy,0_1.4,1.0,yes,5322.0,2.0,False,552604.0,2.0,17.0,ball,10.0,False,0
1.0,background,6.0,False,False,True,True,True,easy_3,,easy,0_1.4,1.0,no,4581.0,2.0,False,560879.0,3.0,18.0,ball,11.0,False,0
1.0,background,6.0,True,False,True,False,True,easy_5,,easy,300_1.4,1.0,no,3434.0,3.0,False,568175.0,4.0,19.0,ball,12.0,False,0
1.0,background,6.0,True,False,True,False,True,easy_4,,easy,300_1.4,1.0,no,6138.0,4.0,False,576177.0,5.0,20.0,ball,13.0,False,0
1.0,background,6.0,True,False,True,True,True,easy_2,,easy,0_1.4,1.0,yes,2849.0,5.0,False,581514.0,6.0,21.0,ball,14.0,False,0
1.0,background,6.0,True,False,True,False,True,easy_0,,easy,300_1.4,1.0,no,3371.0,6.0,False,587591.0,7.0,22.0,ball,15.0,False,0
1.0,background,6.0,True,True,True,True,True,easy_11,,easy,0_1.4,1.0,yes,2660.0,7.0,False,592681.0,8.0,23.0,ball,16.0,False,0
1.0,background,6.0,True,True,True,False,True,easy_8,,easy,300_1.4,1.0,no,2962.0,8.0,False,598141.0,9.0,24.0,ball,17.0,False,0
1.0,background,6.0,True,True,True,False,True,easy_1,,easy,300_1.4,1.0,no,2791.0,9.0,False,603344.0,10.0,25.0,ball,18.0,False,0
1.0,background,6.0,True,True,True,False,True,easy_12,,easy,300_1.4,1.0,no,2583.0,10.0,False,608402.0,11.0,26.0,ball,19.0,False,0
1.0,background,6.0,True,True,True,True,True,easy_6,,easy,0_1.4,1.0,yes,6767.0,11.0,False,617740.0,12.0,27.0,ball,20.0,False,0
1.0,background,6.0,True,True,True,True,True,control_0,,control,control,0.0,yes,1411.0,12.0,False,621062.0,13.0,28.0,ball,21.0,False,0
2.0,background,6.0,True,False,True,False,True,standard_17,,standard,200_2.2,2.0,no,2465.0,1.0,False,630401.0,1.0,30.0,ball,22.0,False,0
2.0,background,6.0,True,False,True,False,True,easy_9,,easy,300_1.4,1.0,no,2290.0,2.0,False,634918.0,2.0,31.0,ball,23.0,False,0
2.0,background,6.0,True,False,True,True,True,easy_11,,easy,0_1.4,1.0,yes,1635.0,3.0,False,638298.0,3.0,32.0,ball,24.0,False,0
2.0,background,6.0,True,True,True,True,True,control_6,,control,control,0.0,yes,1098.0,4.0,False,641407.0,4.0,33.0,ball,25.0,False,0
2.0,background,6.0,True,True,True,True,True,easy_7,,easy,0_1.4,1.0,yes,2665.0,5.0,False,646530.0,5.0,34.0,ball,26.0,False,0
2.0,background,6.0,True,True,True,True,True,easy_10,,easy,0_1.4,1.0,yes,2006.0,6.0,False,650395.0,6.0,35.0,ball,27.0,False,0
2.0,background,6.0,True,False,True,False,True,easy_12,,easy,300_1.4,1.0,no,1851.0,7.0,False,654175.0,7.0,36.0,ball,28.0,False,0
2.0,background,6.0,True,True,True,False,True,easy_13,,easy,300_1.4,1.0,no,7333.0,8.0,False,663383.0,8.0,37.0,ball,29.0,False,0
2.0,background,6.0,False,False,True,True,True,easy_6,,easy,0_1.4,1.0,no,2135.0,8.0,False,667353.0,9.0,38.0,ball,30.0,False,0
2.0,background,6.0,True,True,True,False,True,standard_20,,standard,200_2.2,1.0,no,3291.0,9.0,False,672308.0,10.0,39.0,ball,31.0,False,0
2.0,background,6.0,False,True,True,True,True,standard_2,,standard,0_2.2,1.0,no,2482.0,9.0,False,676695.0,11.0,40.0,ball,32.0,False,0
2.0,background,6.0,True,True,True,False,True,easy_0,,easy,300_1.4,1.0,no,1587.0,10.0,False,679974.0,12.0,41.0,ball,33.0,False,0
2.0,background,6.0,True,True,True,False,True,easy_4,,easy,300_1.4,1.0,no,5280.0,11.0,False,687150.0,13.0,42.0,ball,34.0,False,0
3.0,background,6.0,True,False,True,False,True,standard_5,,standard,200_2.2,2.0,no,3435.0,1.0,False,706096.0,1.0,44.0,ball,35.0,False,0
3.0,background,6.0,True,True,True,True,True,easy_3,,easy,0_1.4,1.0,yes,2887.0,2.0,False,710814.0,2.0,45.0,ball,36.0,False,0
3.0,background,6.0,True,False,True,False,True,easy_1,,easy,300_1.4,1.0,no,1494.0,3.0,False,714042.0,3.0,46.0,ball,37.0,False,0
3.0,background,6.0,False,True,True,True,True,standard_18,,standard,0_2.2,1.0,no,3580.0,3.0,False,719395.0,4.0,47.0,ball,38.0,False,0
3.0,background,6.0,True,False,True,True,True,easy_14,,easy,0_1.4,1.0,yes,2450.0,4.0,False,723631.0,5.0,48.0,ball,39.0,False,0
3.0,background,6.0,True,True,True,False,True,control_7,,control,control,0.0,no,1343.0,5.0,False,726739.0,6.0,49.0,ball,40.0,False,0
3.0,background,6.0,False,False,True,True,True,standard_3,,standard,0_2.2,2.0,no,4406.0,5.0,False,732914.0,7.0,50.0,ball,41.0,False,0
3.0,background,6.0,True,True,True,True,True,standard_10,,standard,0_2.2,1.0,yes,2949.0,6.0,False,737727.0,8.0,51.0,ball,42.0,False,0
3.0,background,6.0,True,True,True,False,True,easy_5,,easy,300_1.4,1.0,no,2004.0,7.0,False,741638.0,9.0,52.0,ball,43.0,False,0
3.0,background,6.0,True,False,True,False,True,easy_8,,easy,300_1.4,1.0,no,1631.0,8.0,False,745137.0,10.0,53.0,ball,44.0,False,0
3.0,background,6.0,True,False,True,True,True,standard_7,,standard,0_2.2,2.0,yes,3130.0,9.0,False,750090.0,11.0,54.0,ball,45.0,False,0
3.0,background,6.0,True,True,True,True,True,easy_2,,easy,0_1.4,1.0,yes,1224.0,10.0,False,753172.0,12.0,55.0,ball,46.0,False,0
3.0,background,6.0,True,True,True,False,True,standard_12,,standard,200_2.2,1.0,no,1660.0,11.0,False,756516.0,13.0,56.0,ball,47.0,False,0
4.0,background,6.0,True,False,True,True,True,easy_7,,easy,0_1.4,1.0,yes,3341.0,1.0,False,764127.0,1.0,58.0,ball,48.0,False,0
4.0,background,6.0,True,False,True,False,True,standard_0,,standard,200_2.2,1.0,no,1634.0,2.0,False,767571.0,2.0,59.0,ball,49.0,False,0
4.0,background,6.0,True,True,True,True,True,control_4,,control,control,0.0,yes,1099.0,3.0,False,770468.0,3.0,60.0,ball,50.0,False,0
4.0,background,6.0,True,False,True,False,True,standard_16,,standard,200_2.2,1.0,no,1062.0,4.0,False,773418.0,4.0,61.0,ball,51.0,False,0
4.0,background,6.0,True,True,True,False,True,standard_8,,standard,200_2.2,1.0,no,2055.0,5.0,False,777141.0,5.0,62.0,ball,52.0,False,0
4.0,background,6.0,True,False,True,True,True,standard_11,,standard,0_2.2,2.0,yes,2535.0,6.0,False,781377.0,6.0,63.0,ball,53.0,False,0
4.0,background,6.0,True,False,True,True,True,standard_22,,standard,0_2.2,1.0,yes,4739.0,7.0,False,787853.0,7.0,64.0,ball,54.0,False,0
4.0,background,6.0,False,False,True,True,True,standard_19,,standard,0_2.2,2.0,no,1694.0,7.0,False,791556.0,8.0,65.0,ball,55.0,False,0
4.0,background,6.0,False,True,True,True,True,standard_15,,standard,0_2.2,2.0,no,3194.0,7.0,False,796499.0,9.0,66.0,ball,56.0,False,0
4.0,background,6.0,True,False,True,False,True,easy_13,,easy,300_1.4,1.0,no,1571.0,8.0,False,799714.0,10.0,67.0,ball,57.0,False,0
4.0,background,6.0,True,True,True,True,True,standard_14,,standard,0_2.2,1.0,yes,8633.0,9.0,False,810301.0,11.0,68.0,ball,58.0,False,0
4.0,background,6.0,True,True,True,False,True,easy_9,,easy,300_1.4,1.0,no,2360.0,10.0,False,841538.0,12.0,69.0,ball,59.0,False,0
4.0,background,6.0,False,True,True,True,True,standard_6,,standard,0_2.2,1.0,no,4224.0,10.0,False,847486.0,13.0,70.0,ball,60.0,False,0
5.0,background,6.0,True,True,True,False,True,standard_17,,standard,200_2.2,2.0,no,1647.0,1.0,False,853645.0,1.0,72.0,ball,61.0,False,0
5.0,background,6.0,True,False,True,False,True,standard_21,,standard,200_2.2,2.0,no,3103.0,2.0,False,858521.0,2.0,73.0,ball,62.0,False,0
5.0,background,6.0,False,True,True,True,True,standard_23,,standard,0_2.2,2.0,no,1567.0,2.0,False,861915.0,3.0,74.0,ball,63.0,False,0
5.0,background,6.0,True,True,True,True,True,standard_7,,standard,0_2.2,2.0,yes,1774.0,3.0,False,865362.0,4.0,75.0,ball,64.0,False,0
5.0,background,6.0,True,False,True,True,True,standard_10,,standard,0_2.2,1.0,yes,964.0,4.0,False,868059.0,5.0,76.0,ball,65.0,False,0
5.0,background,6.0,True,True,True,False,True,standard_1,,standard,200_2.2,2.0,no,4713.0,5.0,False,874562.0,6.0,77.0,ball,66.0,False,0
5.0,background,6.0,True,True,True,False,True,control_3,,control,control,0.0,no,4780.0,6.0,False,881524.0,7.0,78.0,ball,67.0,False,0
5.0,background,6.0,True,True,True,False,True,standard_4,,standard,200_2.2,1.0,no,3076.0,7.0,False,886637.0,8.0,79.0,ball,68.0,False,0
5.0,background,6.0,True,False,True,False,True,standard_20,,standard,200_2.2,1.0,no,1355.0,8.0,False,889750.0,9.0,80.0,ball,69.0,False,0
5.0,background,6.0,True,False,True,False,True,standard_13,,standard,200_2.2,2.0,no,5579.0,9.0,False,896961.0,10.0,81.0,ball,70.0,False,0
5.0,background,6.0,True,False,True,True,True,standard_2,,standard,0_2.2,1.0,yes,1351.0,10.0,False,900024.0,11.0,82.0,ball,71.0,False,0
5.0,background,6.0,True,True,True,True,True,standard_3,,standard,0_2.2,2.0,yes,1551.0,11.0,False,903578.0,12.0,83.0,ball,72.0,False,0
5.0,background,6.0,False,False,True,False,True,standard_9,,standard,200_2.2,2.0,yes,3952.0,11.0,False,909299.0,13.0,84.0,ball,73.0,False,0
6.0,background,6.0,True,True,True,False,True,standard_5,,standard,200_2.2,2.0,no,4336.0,1.0,False,924810.0,1.0,86.0,ball,74.0,False,0
6.0,background,6.0,False,False,True,True,True,hard_14,,hard,0_3.2,2.0,no,904.0,1.0,False,928405.0,2.0,87.0,ball,75.0,False,0
6.0,background,6.0,False,True,True,False,True,standard_0,,standard,200_2.2,1.0,yes,4486.0,1.0,False,934705.0,3.0,88.0,ball,76.0,False,0
6.0,background,6.0,True,True,True,True,True,control_2,,control,control,0.0,yes,919.0,2.0,False,937593.0,4.0,89.0,ball,77.0,False,0
6.0,background,6.0,True,True,True,True,True,standard_22,,standard,0_2.2,1.0,yes,1347.0,3.0,False,941338.0,5.0,90.0,ball,78.0,False,0
6.0,background,6.0,True,True,True,False,True,hard_8,,hard,100_3.2,2.0,no,920.0,4.0,False,944280.0,6.0,91.0,ball,79.0,False,0
6.0,background,6.0,False,False,True,True,True,standard_18,,standard,0_2.2,1.0,no,971.0,4.0,False,946945.0,7.0,92.0,ball,80.0,False,0
6.0,background,6.0,True,True,True,False,True,standard_16,,standard,200_2.2,1.0,no,1083.0,5.0,False,949712.0,8.0,93.0,ball,81.0,False,0
6.0,background,6.0,True,False,True,True,True,standard_14,,standard,0_2.2,1.0,yes,1201.0,6.0,False,952897.0,9.0,94.0,ball,82.0,False,0
6.0,background,6.0,False,False,True,True,True,standard_15,,standard,0_2.2,2.0,no,1547.0,6.0,False,956413.0,10.0,95.0,ball,83.0,False,0
6.0,background,6.0,True,True,True,False,True,hard_13,,hard,100_3.2,2.0,no,1111.0,7.0,False,959166.0,11.0,96.0,ball,84.0,False,0
6.0,background,6.0,True,False,True,False,True,standard_12,,standard,200_2.2,1.0,no,2462.0,8.0,False,963279.0,12.0,97.0,ball,85.0,False,0
6.0,background,6.0,True,True,True,True,True,standard_19,,standard,0_2.2,2.0,yes,3264.0,9.0,False,968161.0,13.0,98.0,ball,86.0,False,0
7.0,background,6.0,False,False,True,True,True,hard_11,,hard,0_3.2,2.0,no,1895.0,0.0,False,974987.0,1.0,100.0,ball,87.0,False,0
7.0,background,6.0,True,True,True,False,True,control_5,,control,control,0.0,no,1901.0,1.0,False,978687.0,2.0,101.0,ball,88.0,False,0
7.0,background,6.0,True,False,True,False,True,hard_4,,hard,100_3.2,2.0,no,1737.0,2.0,False,992564.0,3.0,102.0,ball,89.0,False,0
7.0,background,6.0,True,True,True,True,True,standard_11,,standard,0_2.2,2.0,yes,972.0,3.0,False,995490.0,4.0,103.0,ball,90.0,False,0
7.0,background,6.0,True,True,True,False,True,standard_21,,standard,200_2.2,2.0,no,1767.0,4.0,False,999012.0,5.0,104.0,ball,91.0,False,0
7.0,background,6.0,True,False,True,False,True,standard_1,,standard,200_2.2,2.0,no,794.0,5.0,False,1001594.0,6.0,105.0,ball,92.0,False,0
7.0,background,6.0,True,False,True,False,True,standard_8,,standard,200_2.2,1.0,no,1502.0,6.0,False,1004806.0,7.0,106.0,ball,93.0,False,0
7.0,background,6.0,False,False,True,True,True,hard_2,,hard,0_3.2,2.0,no,1229.0,6.0,False,1007631.0,8.0,107.0,ball,94.0,False,0
7.0,background,6.0,False,True,True,False,True,hard_1,,hard,100_3.2,2.0,yes,2690.0,6.0,False,1011973.0,9.0,108.0,ball,95.0,False,0
7.0,background,6.0,True,True,True,False,True,hard_12,,hard,100_3.2,2.0,no,1065.0,7.0,False,1014898.0,10.0,109.0,ball,96.0,False,0
7.0,background,6.0,True,False,True,True,True,standard_6,,standard,0_2.2,1.0,yes,1080.0,8.0,False,1017848.0,11.0,110.0,ball,97.0,False,0
7.0,background,6.0,False,True,True,False,True,standard_13,,standard,200_2.2,2.0,yes,1441.0,8.0,False,1021429.0,12.0,111.0,ball,98.0,False,0
7.0,background,6.0,True,True,True,False,True,hard_5,,hard,100_3.2,2.0,no,615.0,9.0,False,1024501.0,13.0,112.0,ball,99.0,False,0
8.0,background,6.0,True,True,True,False,True,hard_9,,hard,100_3.2,2.0,no,804.0,1.0,False,1029568.0,1.0,114.0,ball,100.0,False,0
8.0,background,6.0,False,False,True,False,True,hard_8,,hard,100_3.2,2.0,yes,1999.0,1.0,False,1033268.0,2.0,115.0,ball,101.0,False,0
8.0,background,6.0,False,True,True,False,True,standard_9,,standard,200_2.2,2.0,yes,1108.0,1.0,False,1036047.0,3.0,116.0,ball,102.0,False,0
8.0,background,6.0,False,True,True,True,True,hard_6,,hard,0_3.2,2.0,no,1371.0,1.0,False,1039103.0,4.0,117.0,ball,103.0,False,0
8.0,background,6.0,True,True,True,False,True,control_1,,control,control,0.0,no,968.0,2.0,False,1041703.0,5.0,118.0,ball,104.0,False,0
8.0,background,6.0,False,False,True,True,True,hard_7,,hard,0_3.2,2.0,no,1754.0,2.0,False,1045125.0,6.0,119.0,ball,105.0,False,0
8.0,background,6.0,False,False,True,True,True,hard_3,,hard,0_3.2,2.0,no,940.0,2.0,False,1047953.0,7.0,120.0,ball,106.0,False,0
8.0,background,6.0,False,False,True,False,True,hard_13,,hard,100_3.2,2.0,yes,3061.0,2.0,False,1052890.0,8.0,121.0,ball,107.0,False,0
8.0,background,6.0,False,True,True,True,True,hard_14,,hard,0_3.2,2.0,no,1331.0,2.0,False,1056006.0,9.0,122.0,ball,108.0,False,0
8.0,background,6.0,False,False,True,True,True,standard_23,,standard,0_2.2,2.0,no,1155.0,2.0,False,1058830.0,10.0,123.0,ball,109.0,False,0
8.0,background,6.0,False,True,True,True,True,hard_10,,hard,0_3.2,2.0,no,1672.0,2.0,False,1062203.0,11.0,124.0,ball,110.0,False,0
8.0,background,6.0,True,False,True,False,True,hard_0,,hard,100_3.2,2.0,no,2280.0,3.0,False,1065949.0,12.0,125.0,ball,111.0,False,0
8.0,background,6.0,True,False,True,False,True,standard_4,,standard,200_2.2,1.0,no,1615.0,4.0,False,1069265.0,13.0,126.0,ball,112.0,False,0
9.0,background,6.0,True,False,True,False,True,hard_1,,hard,100_3.2,2.0,no,1085.0,1.0,False,1177860.0,1.0,128.0,ball,113.0,False,0
9.0,background,6.0,True,True,True,True,True,hard_7,,hard,0_3.2,2.0,yes,4102.0,2.0,False,1183737.0,2.0,129.0,ball,114.0,False,0
9.0,background,6.0,False,False,True,False,True,hard_5,,hard,100_3.2,2.0,yes,4203.0,2.0,False,1189726.0,3.0,130.0,ball,115.0,False,0
9.0,background,6.0,False,True,True,True,True,hard_3,,hard,0_3.2,2.0,no,1298.0,2.0,False,1193328.0,4.0,131.0,ball,116.0,False,0
9.0,background,6.0,False,True,True,False,True,hard_0,,hard,100_3.2,2.0,yes,1560.0,2.0,False,1196542.0,5.0,132.0,ball,117.0,False,0
9.0,background,6.0,True,False,True,False,True,hard_12,,hard,100_3.2,2.0,no,1766.0,3.0,False,1200002.0,6.0,133.0,ball,118.0,False,0
9.0,background,6.0,False,False,True,True,True,hard_6,,hard,0_3.2,2.0,no,4577.0,3.0,False,1206256.0,7.0,134.0,ball,119.0,False,0
9.0,background,6.0,False,True,True,True,True,hard_2,,hard,0_3.2,2.0,no,1033.0,3.0,False,1208998.0,8.0,135.0,ball,120.0,False,0
9.0,background,6.0,True,False,True,False,True,hard_9,,hard,100_3.2,2.0,no,2111.0,4.0,False,1212767.0,9.0,136.0,ball,121.0,False,0
9.0,background,6.0,True,True,True,False,True,hard_4,,hard,100_3.2,2.0,no,1001.0,5.0,False,1215488.0,10.0,137.0,ball,122.0,False,0
9.0,background,6.0,True,True,True,True,True,hard_11,,hard,0_3.2,2.0,yes,2974.0,6.0,False,1220208.0,11.0,138.0,ball,123.0,False,0
9.0,background,6.0,False,False,True,True,True,hard_10,,hard,0_3.2,2.0,no,1292.0,6.0,False,1225486.0,12.0,139.0,ball,124.0,False,0
10.0,background,6.0,False,True,True,True,True,critical_4,,critical,0_3.2,2.0,no,2774.0,0.0,False,1254653.0,1.0,141.0,ball,125.0,False,0
10.0,background,6.0,False,True,True,False,True,critical_5,,critical,100_3.2,2.0,yes,2436.0,0.0,False,1258758.0,2.0,142.0,ball,126.0,False,0
10.0,background,6.0,True,True,True,True,True,critical_6,,critical,0_3.2,2.0,yes,2157.0,1.0,False,1262559.0,3.0,143.0,ball,127.0,False,0
10.0,background,6.0,True,True,True,False,True,critical_7,,critical,100_3.2,2.0,no,3914.0,2.0,False,1268170.0,4.0,144.0,ball,128.0,False,0
10.0,background,6.0,True,True,True,True,False,critical_0,,critical,0_3.2,2.0,yes,3056.0,3.0,False,1272993.0,5.0,145.0,ball,129.0,False,0
10.0,background,6.0,True,True,True,True,True,filler_3,,filler,0_2.2,2.0,yes,1559.0,4.0,False,1276225.0,6.0,146.0,ball,130.0,False,0
10.0,background,6.0,True,True,True,False,True,filler_5,,filler,200_2.2,2.0,no,1404.0,5.0,False,1279215.0,7.0,147.0,ball,131.0,False,0
10.0,background,6.0,True,True,True,False,False,critical_1,,critical,100_3.2,2.0,no,2535.0,6.0,False,1283478.0,8.0,148.0,ball,132.0,False,0
10.0,background,6.0,True,True,True,False,True,filler_0,,filler,200_2.2,1.0,no,1348.0,7.0,False,1286438.0,9.0,149.0,ball,133.0,False,0
10.0,background,6.0,True,True,True,False,True,filler_4,,filler,200_2.2,1.0,no,1880.0,8.0,False,1290140.0,10.0,150.0,ball,134.0,False,0
10.0,background,6.0,False,True,True,True,False,critical_2,,critical,0_3.2,2.0,no,5428.0,8.0,False,1297237.0,11.0,151.0,ball,135.0,False,0
10.0,background,6.0,True,True,True,True,True,filler_2,,filler,0_2.2,1.0,yes,2365.0,9.0,False,1301489.0,12.0,152.0,ball,136.0,False,0
10.0,background,6.0,True,True,True,False,True,filler_1,,filler,200_2.2,2.0,no,2172.0,10.0,False,1305453.0,13.0,153.0,ball,137.0,False,0
10.0,background,6.0,True,True,True,False,False,critical_3,,critical,100_3.2,2.0,no,3601.0,11.0,False,1310778.0,14.0,154.0,ball,138.0,False,0
0.0,False,19.0,True,True,True,True,True,instruct_2,,instruct,0_1.6,1.0,yes,4711.0,1.0,True,196551.0,1.0,7.0,ball,1.0,False,1
0.0,False,19.0,True,True,True,False,True,instruct_1,,instruct,300_1.6,2.0,no,1724.0,2.0,True,203271.0,2.0,8.0,ball,2.0,False,1
0.0,False,19.0,True,True,True,True,True,instruct_7,,instruct,0_1.6,2.0,yes,1675.0,3.0,True,209240.0,3.0,9.0,ball,3.0,False,1
0.0,False,19.0,True,True,True,True,True,instruct_6,,instruct,0_1.6,1.0,yes,817.0,4.0,True,214340.0,4.0,10.0,ball,4.0,False,1
0.0,False,19.0,True,True,True,False,True,instruct_4,,instruct,300_1.6,1.0,no,1515.0,5.0,True,220196.0,5.0,11.0,ball,5.0,False,1
0.0,False,19.0,True,True,True,False,True,instruct_0,,instruct,300_1.6,1.0,no,1725.0,6.0,True,226409.0,6.0,12.0,ball,6.0,False,1
0.0,False,19.0,False,True,True,True,True,instruct_3,,instruct,0_1.6,2.0,no,1608.0,6.0,True,232194.0,7.0,13.0,ball,7.0,False,1
0.0,False,19.0,True,True,True,False,True,instruct_5,,instruct,300_1.6,2.0,no,982.0,7.0,True,237570.0,8.0,14.0,ball,8.0,False,1
1.0,background,19.0,True,True,True,False,True,easy_8,,easy,300_1.4,1.0,no,901.0,1.0,True,255225.0,1.0,18.0,ball,9.0,False,1
1.0,background,19.0,True,True,True,True,True,easy_7,,easy,0_1.4,1.0,yes,1560.0,2.0,True,264970.0,2.0,19.0,ball,10.0,False,1
1.0,background,19.0,True,True,True,False,True,control_3,,control,control,0.0,no,1370.0,3.0,True,271228.0,3.0,20.0,ball,11.0,False,1
1.0,background,19.0,True,True,True,True,True,easy_2,,easy,0_1.4,1.0,yes,1187.0,4.0,True,277284.0,4.0,21.0,ball,12.0,False,1
1.0,background,19.0,False,False,True,False,True,easy_13,,easy,300_1.4,1.0,yes,1596.0,4.0,True,282953.0,5.0,22.0,ball,13.0,False,1
1.0,background,19.0,False,False,True,True,True,easy_6,,easy,0_1.4,1.0,no,1734.0,4.0,True,288923.0,6.0,23.0,ball,14.0,False,1
1.0,background,19.0,False,False,True,False,True,easy_4,,easy,300_1.4,1.0,yes,1179.0,4.0,True,294216.0,7.0,24.0,ball,15.0,False,1
1.0,background,19.0,True,True,True,False,True,easy_5,,easy,300_1.4,1.0,no,2035.0,5.0,True,300470.0,8.0,25.0,ball,16.0,False,1
1.0,background,19.0,True,False,True,True,True,easy_11,,easy,0_1.4,1.0,yes,1025.0,6.0,True,305528.0,9.0,26.0,ball,17.0,False,1
1.0,background,19.0,True,True,True,False,True,easy_0,,easy,300_1.4,1.0,no,928.0,7.0,True,310470.0,10.0,27.0,ball,18.0,False,1
1.0,background,19.0,True,False,True,False,True,easy_9,,easy,300_1.4,1.0,no,951.0,8.0,True,315502.0,11.0,28.0,ball,19.0,False,1
1.0,background,19.0,True,False,True,True,True,easy_3,,easy,0_1.4,1.0,yes,1591.0,9.0,True,321324.0,12.0,29.0,ball,20.0,False,1
1.0,background,19.0,False,True,True,False,True,easy_1,,easy,300_1.4,1.0,yes,883.0,9.0,True,330213.0,13.0,30.0,ball,21.0,False,1
2.0,background,19.0,True,False,True,False,True,easy_0,,easy,300_1.4,1.0,no,1438.0,1.0,True,338871.0,1.0,32.0,ball,22.0,False,1
2.0,background,19.0,True,False,True,False,True,easy_5,,easy,300_1.4,1.0,no,762.0,2.0,True,343624.0,2.0,33.0,ball,23.0,False,1
2.0,background,19.0,False,True,True,True,True,easy_6,,easy,0_1.4,1.0,no,1389.0,2.0,True,349145.0,3.0,34.0,ball,24.0,False,1
2.0,background,19.0,True,False,True,False,True,standard_1,,standard,200_2.2,2.0,no,630.0,3.0,True,355455.0,4.0,35.0,ball,25.0,False,1
2.0,background,19.0,True,True,True,True,True,easy_14,,easy,0_1.4,1.0,yes,1804.0,4.0,True,365603.0,5.0,36.0,ball,26.0,False,1
2.0,background,19.0,True,True,True,False,True,easy_9,,easy,300_1.4,1.0,no,745.0,5.0,True,370789.0,6.0,37.0,ball,27.0,False,1
2.0,background,19.0,True,True,True,True,True,standard_2,,standard,0_2.2,1.0,yes,945.0,6.0,True,381167.0,7.0,38.0,ball,28.0,False,1
2.0,background,19.0,True,True,True,True,True,standard_22,,standard,0_2.2,1.0,yes,812.0,7.0,True,387544.0,8.0,39.0,ball,29.0,False,1
2.0,background,19.0,True,False,True,True,True,easy_10,,easy,0_1.4,1.0,yes,1559.0,8.0,True,393121.0,9.0,40.0,ball,30.0,False,1
2.0,background,19.0,True,True,True,True,True,control_0,,control,control,0.0,yes,893.0,9.0,True,397278.0,10.0,41.0,ball,31.0,False,1
2.0,background,19.0,True,True,True,False,True,easy_12,,easy,300_1.4,1.0,no,1559.0,10.0,True,403434.0,11.0,42.0,ball,32.0,False,1
2.0,background,19.0,True,False,True,False,True,easy_8,,easy,300_1.4,1.0,no,947.0,11.0,True,408196.0,12.0,43.0,ball,33.0,False,1
2.0,background,19.0,True,True,True,True,True,easy_3,,easy,0_1.4,1.0,yes,1153.0,12.0,True,413400.0,13.0,44.0,ball,34.0,False,1
3.0,background,19.0,False,True,True,False,True,easy_4,,easy,300_1.4,1.0,yes,891.0,0.0,True,452007.0,1.0,46.0,ball,35.0,False,1
3.0,background,19.0,True,True,True,True,True,easy_11,,easy,0_1.4,1.0,yes,703.0,1.0,True,456960.0,2.0,47.0,ball,36.0,False,1
3.0,background,19.0,True,True,True,True,True,control_2,,control,control,0.0,yes,693.0,2.0,True,460831.0,3.0,48.0,ball,37.0,False,1
3.0,background,19.0,False,False,True,True,True,standard_23,,standard,0_2.2,2.0,no,1403.0,2.0,True,468514.0,4.0,49.0,ball,38.0,False,1
3.0,background,19.0,False,True,True,False,True,standard_8,,standard,200_2.2,1.0,yes,1531.0,2.0,True,474658.0,5.0,50.0,ball,39.0,False,1
3.0,background,19.0,True,False,True,False,True,easy_1,,easy,300_1.4,1.0,no,604.0,3.0,True,479360.0,6.0,51.0,ball,40.0,False,1
3.0,background,19.0,True,False,True,False,True,standard_16,,standard,200_2.2,1.0,no,1806.0,4.0,True,486301.0,7.0,52.0,ball,41.0,False,1
3.0,background,19.0,False,True,True,True,True,standard_18,,standard,0_2.2,1.0,no,2812.0,4.0,True,493938.0,8.0,53.0,ball,42.0,False,1
3.0,background,19.0,True,True,True,False,True,standard_4,,standard,200_2.2,1.0,no,1752.0,5.0,True,500385.0,9.0,54.0,ball,43.0,False,1
3.0,background,19.0,True,False,True,False,True,standard_9,,standard,200_2.2,2.0,no,689.0,6.0,True,505676.0,10.0,55.0,ball,44.0,False,1
