key_press,rt,time_elapsed,trial_index,trial_type,pid
81.0,73819.0,105800,2,text,9
81.0,19769.0,162848,4,text,9
32.0,4244.0,176792,6,text,9
32.0,14324.0,287616,16,text,9
32.0,1647.0,290271,17,text,9
32.0,6415.0,6419,0,text,10
32.0,116085.0,123728,1,text,10
81.0,13513.0,138675,2,text,10
32.0,2970.0,150427,4,text,10
32.0,1512.0,226687,14,text,10
32.0,960.0,228708,15,text,10
32.0,10136.0,10142,0,text,11
32.0,16732.0,27891,1,text,11
81.0,44280.0,73184,2,text,11
81.0,16625.0,118783,4,text,11
32.0,3880.0,134888,6,text,11
32.0,20745.0,227825,16,text,11
32.0,1482.0,230317,17,text,11
32.0,4918.0,4922,0,text,12
32.0,52601.0,58541,1,text,12
81.0,53422.0,112979,2,text,12
32.0,4856.0,155377,4,text,12
32.0,16704.0,264224,14,text,12
32.0,3350.0,268578,15,text,12
32.0,184270.0,184294,0,text,13
32.0,44594.0,229970,1,text,13
81.0,130361.0,361376,2,text,13
32.0,14774.0,460192,4,text,13
32.0,21647.0,576614,14,text,13
32.0,23009.0,600639,15,text,13
32.0,3247.0,3257,0,text,14
32.0,8740.0,13030,1,text,14
81.0,29700.0,43743,2,text,14
32.0,2305.0,69294,4,text,14
32.0,2696.0,158658,14,text,14
32.0,1760.0,161470,15,text,14
32.0,10487.0,10492,0,text,15
32.0,28747.0,40258,1,text,15
81.0,250996.0,292264,2,text,15
32.0,6374.0,317239,4,text,15
32.0,17388.0,410839,14,text,15
32.0,2206.0,414054,15,text,15
32.0,11724.0,11746,0,text,16
32.0,17353.0,30127,1,text,16
81.0,79495.0,110680,2,text,16
81.0,25306.0,167437,4,text,16
81.0,49225.0,244931,6,text,16
32.0,2392.0,265301,8,text,16
32.0,7174.0,520094,18,text,16
32.0,1358.0,522465,19,text,16
32.0,3944.0,3947,0,text,17
32.0,5341.0,10308,1,text,17
81.0,80811.0,92140,2,text,17
32.0,1653.0,233562,4,text,17
32.0,4874.0,339579,14,text,17
32.0,851.0,341434,15,text,17
32.0,2310.0,2314,0,text,18
32.0,12737.0,16102,1,text,18
81.0,38275.0,55431,2,text,18
81.0,10817.0,88942,4,text,18
32.0,4370.0,103244,6,text,18
32.0,8231.0,181823,16,text,18
32.0,1060.0,183911,17,text,18
32.0,4581.0,4587,0,text,19
32.0,837.0,840,0,text,19
32.0,467.0,2312,1,text,19
81.0,20141.0,23463,2,text,19
81.0,2096.0,48096,4,text,19
32.0,3318.0,63066,6,text,19
32.0,1130.0,131164,16,text,19
32.0,3556.0,135730,17,text,19
32.0,2702.0,2711,0,text,20
32.0,3608.0,7362,1,text,20
81.0,36085.0,44479,2,text,20
81.0,7770.0,69512,4,text,20
32.0,1124.0,84731,6,text,20
32.0,10114.0,149160,16,text,20
32.0,1114.0,151295,17,text,20
32.0,15326.0,15343,0,text,21
32.0,3610.0,3634,0,text,21
32.0,32630.0,37347,1,text,21
81.0,20833.0,59249,2,text,21
81.0,125187.0,251184,4,text,21
32.0,12670.0,310597,6,text,21
32.0,31465.0,460709,16,text,21
32.0,4507.0,466233,17,text,21
32.0,4087.0,4092,0,text,22
32.0,38271.0,43370,1,text,22
81.0,93883.0,138268,2,text,22
32.0,1937.0,150444,4,text,22
32.0,979.0,212427,14,text,22
32.0,1044.0,214491,15,text,22
32.0,3506.0,3514,0,text,23
32.0,3283.0,7832,1,text,23
81.0,108716.0,117557,2,text,23
81.0,23840.0,158101,4,text,23
81.0,9218.0,184017,6,text,23
32.0,12591.0,224815,8,text,23
32.0,9435.0,294766,18,text,23
32.0,1192.0,296965,19,text,23
32.0,1908.0,1912,0,text,24
32.0,36015.0,38936,1,text,24
81.0,22615.0,62571,2,text,24
32.0,2112.0,83355,4,text,24
32.0,1986.0,151329,14,text,24
32.0,1124.0,153457,15,text,24
32.0,4153.0,4167,0,text,25
32.0,10357.0,15557,1,text,25
81.0,49337.0,65962,2,text,25
81.0,10631.0,105327,4,text,25
32.0,2507.0,121597,6,text,25
32.0,5975.0,201475,16,text,25
32.0,1233.0,203718,17,text,25
32.0,11842.0,11846,0,text,26
32.0,15351.0,28222,1,text,26
81.0,51872.0,81119,2,text,26
81.0,25267.0,130859,4,text,26
32.0,1710.0,142114,6,text,26
32.0,9084.0,205059,16,text,26
32.0,1245.0,207322,17,text,26
32.0,4438.0,4453,0,text,27
32.0,19541.0,25067,1,text,27
81.0,53692.0,79833,2,text,27
81.0,17522.0,127393,4,text,27
32.0,2060.0,142722,6,text,27
32.0,10574.0,205953,16,text,27
32.0,1234.0,208200,17,text,27
32.0,21568.0,21587,0,text,28
32.0,26645.0,49282,1,text,28
81.0,45529.0,95854,2,text,28
32.0,3910.0,147273,4,text,28
32.0,14767.0,219231,14,text,28
32.0,7963.0,228222,15,text,28
32.0,6697.0,6710,0,text,29
32.0,20781.0,28495,1,text,29
81.0,49379.0,78900,2,text,29
32.0,4080.0,150934,4,text,29
32.0,2612.0,231370,14,text,29
32.0,1812.0,234194,15,text,29
32.0,3808.0,3810,0,text,30
32.0,5704.0,10523,1,text,30
81.0,23556.0,35089,2,text,30
81.0,26413.0,79265,4,text,30
32.0,2879.0,95681,6,text,30
32.0,9231.0,154695,16,text,30
32.0,865.0,156564,17,text,30
32.0,3595.0,3601,0,text,31
32.0,22485.0,27096,1,text,31
81.0,46696.0,74802,2,text,31
81.0,17761.0,140820,4,text,31
32.0,1726.0,165104,6,text,31
32.0,9145.0,247026,16,text,31
32.0,2022.0,250061,17,text,31
32.0,38008.0,38330,0,text,32
32.0,20569.0,60022,1,text,32
81.0,100681.0,161763,2,text,32
81.0,43644.0,252230,4,text,32
81.0,24695.0,313197,6,text,32
81.0,40082.0,389427,8,text,32
32.0,2670.0,421279,10,text,32
32.0,5693.0,511000,20,text,32
32.0,1875.0,513908,21,text,32
32.0,1181.0,1184,0,text,33
32.0,16096.0,18288,1,text,33
81.0,36081.0,55375,2,text,33
81.0,12164.0,82447,4,text,33
32.0,979.0,92238,6,text,33
32.0,4434.0,144079,16,text,33
32.0,724.0,145808,17,text,33
32.0,33606.0,33610,0,text,34
32.0,78234.0,112867,1,text,34
81.0,101521.0,215408,2,text,34
32.0,4725.0,363184,4,text,34
32.0,23719.0,463416,14,text,34
32.0,2037.0,466463,15,text,34
32.0,6004.0,6008,0,text,35
32.0,8885.0,15912,1,text,35
81.0,27543.0,44471,2,text,35
81.0,14377.0,78534,4,text,35
81.0,1680.0,112926,6,text,35
32.0,2491.0,120701,8,text,35
32.0,8884.0,181334,18,text,35
32.0,1927.0,184265,19,text,35
32.0,1934.0,1960,0,text,36
32.0,2754.0,2771,0,text,36
32.0,5933.0,9717,1,text,36
81.0,52197.0,62931,2,text,36
32.0,6278.0,106429,4,text,36
32.0,19657.0,206086,14,text,36
32.0,1943.0,209053,15,text,36
32.0,7508.0,7515,0,text,37
32.0,13161.0,21686,1,text,37
81.0,45196.0,67894,2,text,37
81.0,48020.0,138990,4,text,37
32.0,3481.0,153588,6,text,37
32.0,1997.0,203269,16,text,37
32.0,774.0,205050,17,text,37
32.0,2714.0,2717,0,text,38
32.0,18086.0,21826,1,text,38
81.0,43827.0,66685,2,text,38
81.0,21062.0,105469,4,text,38
32.0,3456.0,117412,6,text,38
32.0,17927.0,193188,16,text,38
32.0,1866.0,196058,17,text,38
32.0,28554.0,28558,0,text,39
32.0,35118.0,64691,1,text,39
81.0,88339.0,154047,2,text,39
81.0,55095.0,268224,4,text,39
32.0,5110.0,300965,6,text,39
32.0,2774.0,387728,16,text,39
32.0,3349.0,392088,17,text,39
32.0,7822.0,7826,0,text,40
32.0,28094.0,36930,1,text,40
81.0,87147.0,125084,2,text,40
81.0,25137.0,176090,4,text,40
32.0,4105.0,216840,6,text,40
32.0,13976.0,332594,16,text,40
32.0,2700.0,336300,17,text,40
32.0,1438.0,1443,0,text,41
32.0,10285.0,12734,1,text,41
81.0,31622.0,45366,2,text,41
81.0,11636.0,75895,4,text,41
32.0,2723.0,90095,6,text,41
32.0,4939.0,146160,16,text,41
32.0,1182.0,148345,17,text,41
32.0,8092.0,8095,0,text,42
32.0,61591.0,70692,1,text,42
81.0,19938.0,91637,2,text,42
32.0,3876.0,110606,4,text,42
32.0,3654.0,185254,14,text,42
32.0,3426.0,189694,15,text,42
32.0,18230.0,18250,0,text,43
32.0,19657.0,38943,1,text,43
81.0,62792.0,102765,2,text,43
32.0,4411.0,180829,4,text,43
32.0,14918.0,258685,14,text,43
32.0,1989.0,261694,15,text,43
32.0,1862.0,1877,0,text,44
32.0,17990.0,20882,1,text,44
81.0,31499.0,53416,2,text,44
81.0,17622.0,119938,4,text,44
32.0,1878.0,136108,6,text,44
32.0,8110.0,208601,16,text,44
32.0,1108.0,210736,17,text,44
32.0,2800.0,2806,0,text,45
32.0,10886.0,14707,1,text,45
81.0,108826.0,124544,2,text,45
81.0,19695.0,164945,4,text,45
32.0,1583.0,183728,6,text,45
32.0,14170.0,249720,16,text,45
32.0,1144.0,251876,17,text,45
32.0,4548.0,4557,0,text,46
32.0,2590.0,2600,0,text,46
32.0,2064.0,5675,1,text,46
81.0,3837.0,10534,2,text,46
32.0,3520.0,26589,4,text,46
32.0,21757.0,178471,14,text,46
32.0,1850.0,181326,15,text,46
32.0,12992.0,12996,0,text,47
32.0,33556.0,47561,1,text,47
81.0,102349.0,150922,2,text,47
32.0,60028.0,249177,4,text,47
32.0,20893.0,350095,14,text,47
32.0,885.0,351990,15,text,47
32.0,4863.0,4867,0,text,48
32.0,8255.0,14130,1,text,48
81.0,121919.0,137056,2,text,48
81.0,7780.0,211169,4,text,48
81.0,3002.0,323721,6,text,48
81.0,2268.0,367439,8,text,48
32.0,4162.0,407304,10,text,48
32.0,15069.0,508205,20,text,48
32.0,1729.0,510936,21,text,48
32.0,3395.0,3398,0,text,49
32.0,22775.0,27197,1,text,49
81.0,56834.0,85047,2,text,49
81.0,28888.0,135793,4,text,49
32.0,3069.0,155893,6,text,49
32.0,14880.0,241014,16,text,49
32.0,1233.0,243253,17,text,49
32.0,3090.0,3095,0,text,50
32.0,10264.0,14395,1,text,50
81.0,60592.0,76019,2,text,50
32.0,5163.0,109078,4,text,50
32.0,13606.0,189679,14,text,50
32.0,1284.0,191978,15,text,50
32.0,1411.0,1418,0,text,51
32.0,6222.0,8648,1,text,51
81.0,20037.0,29702,2,text,51
32.0,1425.0,52078,4,text,51
32.0,6288.0,6292,0,text,52
32.0,34709.0,42037,1,text,52
81.0,53991.0,97055,2,text,52
81.0,2185.0,133943,4,text,52
32.0,3526.0,169459,6,text,52
32.0,4965.0,249490,16,text,52
32.0,1458.0,251955,17,text,52
32.0,172532.0,172538,0,text,53
32.0,1634.0,1638,0,text,53
32.0,14283.0,16931,1,text,53
81.0,247545.0,265481,2,text,53
32.0,15881.0,300484,4,text,53
32.0,354.0,368147,14,text,53
32.0,990.0,370142,15,text,53
32.0,5255.0,5262,0,text,54
32.0,3346.0,3354,0,text,54
32.0,10901.0,15273,1,text,54
81.0,7476.0,23780,2,text,54
81.0,17692.0,60913,4,text,54
32.0,3368.0,82302,6,text,54
32.0,16735.0,171769,16,text,54
32.0,2113.0,174905,17,text,54
32.0,3124.0,3127,0,text,55
32.0,17826.0,21970,1,text,55
81.0,50998.0,73979,2,text,55
32.0,3030.0,119450,4,text,55
32.0,13990.0,215420,14,text,55
32.0,2999.0,219424,15,text,55
32.0,1232.0,1237,0,text,56
32.0,10703.0,12954,1,text,56
81.0,35993.0,49962,2,text,56
81.0,7755.0,75690,4,text,56
32.0,1965.0,84130,6,text,56
32.0,6951.0,152036,16,text,56
32.0,900.0,153946,17,text,56
32.0,7289.0,7293,0,text,57
32.0,24998.0,33316,1,text,57
81.0,98459.0,132801,2,text,57
81.0,21930.0,202603,4,text,57
81.0,21569.0,234636,6,text,57
32.0,4253.0,265249,8,text,57
32.0,38088.0,376674,18,text,57
32.0,1491.0,379192,19,text,57
32.0,2080.0,2090,0,text,58
32.0,50238.0,53363,1,text,58
81.0,28290.0,82691,2,text,58
32.0,3659.0,111919,4,text,58
32.0,47791.0,230316,14,text,58
32.0,1435.0,232762,15,text,58
32.0,5031.0,5034,0,text,59
32.0,27170.0,33226,1,text,59
81.0,69665.0,103914,2,text,59
32.0,2607.0,160593,4,text,59
32.0,16663.0,278629,14,text,59
32.0,1532.0,281184,15,text,59
32.0,6699.0,6704,0,text,60
32.0,21967.0,29684,1,text,60
81.0,79172.0,109871,2,text,60
32.0,5075.0,147981,4,text,60
32.0,24914.0,268168,14,text,60
32.0,1856.0,271036,15,text,60
32.0,2425.0,2429,0,text,61
32.0,17051.0,20484,1,text,61
81.0,147512.0,169004,2,text,61
81.0,21305.0,214333,4,text,61
32.0,3387.0,238231,6,text,61
32.0,39608.0,361861,16,text,61
32.0,1514.0,364428,17,text,61
32.0,5931.0,5937,0,text,62
32.0,22020.0,28971,1,text,62
81.0,87715.0,117717,2,text,62
32.0,4079.0,148178,4,text,62
32.0,122.0,229151,14,text,62
32.0,1385.0,231553,15,text,62
32.0,3161.0,3166,0,text,63
32.0,6124.0,10302,1,text,63
81.0,94279.0,105620,2,text,63
81.0,17219.0,403496,4,text,63
32.0,2670.0,419535,6,text,63
32.0,13853.0,513320,16,text,63
32.0,756.0,515086,17,text,63
32.0,2813.0,2817,0,text,64
32.0,18480.0,22304,1,text,64
81.0,50380.0,73691,2,text,64
81.0,13713.0,104971,4,text,64
32.0,1409.0,116803,6,text,64
32.0,12749.0,187243,16,text,64
32.0,1023.0,189271,17,text,64
32.0,13469.0,13480,0,text,65
32.0,12747.0,27294,1,text,65
81.0,41905.0,70230,2,text,65
32.0,5087.0,100328,4,text,65
32.0,8026.0,163044,14,text,65
32.0,1321.0,165396,15,text,65
32.0,4853.0,4863,0,text,66
32.0,9427.0,15317,1,text,66
81.0,37505.0,53885,2,text,66
32.0,3476.0,95224,4,text,66
32.0,8109.0,200768,14,text,66
32.0,866.0,202640,15,text,66
32.0,3421.0,3426,0,text,67
32.0,18662.0,23096,1,text,67
81.0,51997.0,76122,2,text,67
81.0,27934.0,139606,4,text,67
32.0,2876.0,169883,6,text,67
32.0,20934.0,264700,16,text,67
32.0,1692.0,267402,17,text,67
32.0,5114.0,5118,0,text,68
32.0,36945.0,43076,1,text,68
81.0,48789.0,92886,2,text,68
32.0,3375.0,118444,4,text,68
32.0,16221.0,207330,14,text,68
32.0,1803.0,210147,15,text,68
32.0,13140.0,13143,0,text,69
32.0,2234.0,16401,1,text,69
81.0,30914.0,48339,2,text,69
81.0,22389.0,91374,4,text,69
81.0,376.0,114123,6,text,69
81.0,3829.0,127206,8,text,69
81.0,6291.0,144197,10,text,69
32.0,1162.0,151586,12,text,69
32.0,1162.0,228282,22,text,69
32.0,1502.0,230801,23,text,69
32.0,24026.0,24033,0,text,70
32.0,3989.0,3996,0,text,70
32.0,1518.0,1525,0,text,70
32.0,2456.0,4992,1,text,70
81.0,16774.0,22780,2,text,70
32.0,5004.0,230854,4,text,70
32.0,6031.0,352574,14,text,70
32.0,2441.0,356026,15,text,70
32.0,5052.0,5056,0,text,71
32.0,1742.0,1748,0,text,71
32.0,2105.0,2110,0,text,71
32.0,1631.0,4748,1,text,71
81.0,26529.0,32283,2,text,71
32.0,6637.0,75396,4,text,71
32.0,27227.0,188795,14,text,71
32.0,2445.0,192249,15,text,71
32.0,3437.0,3442,0,text,72
32.0,19065.0,23516,1,text,72
81.0,49237.0,73766,2,text,72
81.0,13045.0,116257,4,text,72
32.0,2519.0,129535,6,text,72
32.0,22249.0,215130,16,text,72
32.0,1553.0,217697,17,text,72
32.0,4641.0,4644,0,text,73
32.0,30761.0,36411,1,text,73
81.0,77608.0,115027,2,text,73
81.0,4346.0,182715,4,text,73
32.0,4673.0,243434,6,text,73
32.0,9314.0,352889,16,text,73
32.0,1972.0,355865,17,text,73
32.0,2472.0,2482,0,text,74
32.0,11332.0,14815,1,text,74
81.0,76093.0,91918,2,text,74
32.0,1301.0,110579,4,text,74
32.0,11179.0,191501,14,text,74
32.0,1310.0,193818,15,text,74
32.0,67808.0,67813,0,text,75
32.0,1681.0,1685,0,text,75
32.0,1194.0,3903,1,text,75
81.0,3169.0,8079,2,text,75
81.0,4938.0,31887,4,text,75
32.0,16759.0,62119,6,text,75
32.0,1661.0,148254,16,text,75
32.0,2132.0,151395,17,text,75
32.0,3830.0,3844,0,text,76
32.0,6138.0,11007,1,text,76
81.0,18873.0,30904,2,text,76
81.0,6749.0,58779,4,text,76
81.0,6523.0,73573,6,text,76
32.0,3125.0,86908,8,text,76
32.0,7008.0,155986,18,text,76
32.0,1136.0,158143,19,text,76
32.0,28104.0,28110,0,text,77
32.0,3988.0,3995,0,text,77
32.0,812.0,5826,1,text,77
81.0,1710.0,8551,2,text,77
32.0,1006.0,14160,4,text,77
32.0,239.0,71604,14,text,77
32.0,995.0,73623,15,text,77
32.0,7908.0,7912,0,text,78
32.0,35127.0,44047,1,text,78
81.0,107569.0,152627,2,text,78
81.0,17888.0,206302,4,text,78
81.0,30015.0,256981,6,text,78
32.0,10831.0,317721,8,text,78
32.0,11595.0,393179,18,text,78
32.0,1944.0,396135,19,text,78
32.0,6160.0,6162,0,text,79
32.0,23780.0,30949,1,text,79
81.0,56288.0,88244,2,text,79
81.0,17910.0,135437,4,text,79
32.0,2236.0,164006,6,text,79
32.0,24247.0,279582,16,text,79
32.0,1384.0,281971,17,text,79
32.0,14562.0,14564,0,text,80
32.0,22059.0,37631,1,text,80
81.0,62586.0,101221,2,text,80
81.0,21320.0,145033,4,text,80
32.0,4014.0,164735,6,text,80
32.0,10266.0,231740,16,text,80
32.0,1814.0,234557,17,text,80
32.0,7533.0,7544,0,text,81
32.0,21137.0,29706,1,text,81
81.0,83687.0,114418,2,text,81
81.0,56068.0,208826,4,text,81
32.0,6324.0,237893,6,text,81
32.0,25016.0,346318,16,text,81
32.0,2565.0,349887,17,text,81
32.0,4835.0,4857,0,text,82
32.0,27282.0,33177,1,text,82
81.0,121831.0,156054,2,text,82
81.0,13191.0,244930,4,text,82
32.0,5148.0,266065,6,text,82
32.0,11800.0,342086,16,text,82
32.0,2596.0,345740,17,text,82
32.0,6658.0,6661,0,text,83
32.0,22470.0,30136,1,text,83
81.0,55071.0,86248,2,text,83
32.0,4298.0,115788,4,text,83
32.0,19731.0,204236,14,text,83
32.0,1189.0,206437,15,text,83
32.0,2098.0,2102,0,text,84
32.0,12548.0,15655,1,text,84
81.0,25629.0,42293,2,text,84
81.0,12863.0,74997,4,text,84
32.0,8014.0,94876,6,text,84
32.0,5149.0,175738,16,text,84
32.0,2051.0,178794,17,text,84
32.0,47629.0,47643,0,text,85
32.0,10474.0,59132,1,text,85
81.0,43979.0,104118,2,text,85
32.0,2743.0,126263,4,text,85
32.0,5311.0,187445,14,text,85
32.0,1739.0,190203,15,text,85
32.0,17683.0,17701,0,text,86
32.0,26468.0,45241,1,text,86
81.0,238377.0,284669,2,text,86
32.0,10987.0,352796,4,text,86
32.0,12093.0,418456,14,text,86
32.0,1393.0,420866,15,text,86
32.0,5140.0,5143,0,text,87
32.0,12576.0,18734,1,text,87
81.0,50715.0,70466,2,text,87
81.0,34409.0,137259,4,text,87
32.0,4267.0,153438,6,text,87
32.0,17008.0,273678,16,text,87
32.0,1074.0,275759,17,text,87
32.0,5426.0,5433,0,text,88
32.0,35604.0,42051,1,text,88
81.0,84804.0,127871,2,text,88
32.0,5546.0,164229,4,text,88
32.0,23094.0,301203,14,text,88
32.0,1330.0,303544,15,text,88
32.0,15581.0,15587,0,text,89
32.0,41688.0,58290,1,text,89
81.0,105076.0,164371,2,text,89
32.0,5637.0,206410,4,text,89
32.0,11164.0,324442,14,text,89
32.0,2300.0,327744,15,text,89
32.0,1737.0,1742,0,text,90
32.0,12218.0,14973,1,text,90
81.0,37717.0,53699,2,text,90
81.0,28159.0,108801,4,text,90
32.0,3228.0,126089,6,text,90
32.0,9591.0,193137,16,text,90
32.0,1159.0,195303,17,text,90
32.0,2574.0,2577,0,text,91
32.0,15066.0,18647,1,text,91
81.0,56168.0,75823,2,text,91
81.0,15369.0,116769,4,text,91
32.0,7543.0,137375,6,text,91
32.0,24871.0,230425,16,text,91
32.0,2366.0,233799,17,text,91
32.0,5637.0,5651,0,text,92
32.0,28091.0,34796,1,text,92
81.0,68461.0,104294,2,text,92
32.0,3515.0,136793,4,text,92
32.0,8140.0,213923,14,text,92
32.0,1061.0,215986,15,text,92
32.0,5455.0,5458,0,text,93
32.0,10969.0,17433,1,text,93
81.0,24998.0,43442,2,text,93
81.0,4306.0,61329,4,text,93
81.0,41907.0,115242,6,text,93
81.0,10643.0,139329,8,text,93
32.0,758.0,151777,10,text,93
32.0,21918.0,257401,20,text,93
32.0,742.0,259145,21,text,93
32.0,6826.0,6833,0,text,94
32.0,16485.0,24335,1,text,94
81.0,21840.0,47202,2,text,94
32.0,3232.0,76335,4,text,94
32.0,386.0,141467,14,text,94
32.0,2868.0,145338,15,text,94
32.0,7386.0,7391,0,text,95
32.0,41879.0,50288,1,text,95
81.0,204470.0,255774,2,text,95
81.0,36307.0,396351,4,text,95
81.0,10233.0,423006,6,text,95
81.0,3223.0,438765,8,text,95
32.0,11215.0,459681,10,text,95
32.0,53559.0,587689,20,text,95
32.0,2387.0,591085,21,text,95
32.0,18854.0,18860,0,text,96
32.0,29816.0,49685,1,text,96
81.0,147709.0,198403,2,text,96
81.0,16008.0,263531,4,text,96
32.0,19490.0,308002,6,text,96
32.0,24659.0,415739,16,text,96
32.0,2613.0,419354,17,text,96
32.0,1422.0,1425,0,text,97
32.0,9638.0,12077,1,text,97
81.0,45749.0,58836,2,text,97
81.0,8206.0,86582,4,text,97
81.0,2242.0,126777,6,text,97
32.0,3375.0,166023,8,text,97
32.0,4463.0,230528,18,text,97
32.0,8976.0,240509,19,text,97
32.0,3133.0,3139,0,text,98
32.0,58256.0,62417,1,text,98
81.0,119293.0,182759,2,text,98
81.0,40055.0,278102,4,text,98
32.0,5094.0,302996,6,text,98
32.0,23812.0,402181,16,text,98
32.0,2678.0,405875,17,text,98
32.0,3678.0,3685,0,text,99
32.0,4321.0,9012,1,text,99
81.0,33163.0,43187,2,text,99
81.0,14754.0,81702,4,text,99
32.0,1357.0,108051,6,text,99
32.0,14569.0,182292,16,text,99
32.0,750.0,184053,17,text,99
32.0,3613.0,3626,0,text,100
32.0,13819.0,18454,1,text,100
81.0,69053.0,88536,2,text,100
81.0,17249.0,170630,4,text,100
32.0,3845.0,211822,6,text,100
32.0,22628.0,320311,16,text,100
32.0,2712.0,324036,17,text,100
32.0,4258.0,4264,0,text,101
32.0,46468.0,51747,1,text,101
81.0,80889.0,133668,2,text,101
81.0,31320.0,221995,4,text,101
32.0,6373.0,269546,6,text,101
32.0,6823.0,323427,16,text,101
32.0,964.0,325403,17,text,101
32.0,2800.0,2805,0,text,102
32.0,17930.0,21747,1,text,102
81.0,57620.0,80372,2,text,102
81.0,3406.0,112858,4,text,102
81.0,9477.0,138802,6,text,102
81.0,14262.0,173634,8,text,102
32.0,2249.0,189297,10,text,102
32.0,175.0,238745,20,text,102
32.0,1436.0,241184,21,text,102
32.0,2277.0,2285,0,text,103
32.0,13264.0,16571,1,text,103
81.0,57053.0,74638,2,text,103
81.0,6690.0,101810,4,text,103
32.0,2532.0,120889,6,text,103
32.0,8498.0,196462,16,text,103
32.0,905.0,198391,17,text,103
32.0,1591.0,1597,0,text,104
32.0,13538.0,16160,1,text,104
81.0,34677.0,51863,2,text,104
81.0,21491.0,92496,4,text,104
32.0,869.0,106380,6,text,104
32.0,14824.0,202213,16,text,104
32.0,1008.0,204235,17,text,104
32.0,2856.0,2860,0,text,105
32.0,18700.0,22568,1,text,105
81.0,36877.0,60454,2,text,105
32.0,2498.0,74874,4,text,105
32.0,7920.0,141706,14,text,105
32.0,881.0,143588,15,text,105
32.0,1713.0,1718,0,text,106
32.0,12827.0,15554,1,text,106
81.0,24902.0,41463,2,text,106
81.0,7565.0,68418,4,text,106
81.0,6376.0,93618,6,text,106
32.0,1739.0,113373,8,text,106
32.0,43597.0,217133,18,text,106
32.0,1187.0,219325,19,text,106
32.0,15092.0,15096,0,text,107
32.0,9305.0,25665,1,text,107
81.0,50773.0,77646,2,text,107
81.0,31384.0,126039,4,text,107
32.0,1135.0,153662,6,text,107
32.0,14541.0,226548,16,text,107
32.0,1633.0,229193,17,text,107
32.0,6165.0,6180,0,text,108
32.0,14633.0,21859,1,text,108
81.0,42839.0,65792,2,text,108
81.0,10944.0,96837,4,text,108
81.0,19339.0,130867,6,text,108
81.0,4781.0,158606,8,text,108
81.0,16784.0,189994,10,text,108
32.0,3622.0,206748,12,text,108
32.0,6910.0,285930,22,text,108
32.0,925.0,287927,23,text,108
32.0,8544.0,8551,0,text,109
32.0,5641.0,15207,1,text,109
81.0,16111.0,32330,2,text,109
81.0,4356.0,61401,4,text,109
32.0,16737.0,85209,6,text,109
32.0,90471.0,225449,16,text,109
32.0,2275.0,228735,17,text,109
32.0,6613.0,6619,0,text,110
32.0,28331.0,35981,1,text,110
81.0,62716.0,99726,2,text,110
81.0,53656.0,208054,4,text,110
81.0,21152.0,255010,6,text,110
32.0,2582.0,269974,8,text,110
32.0,16202.0,373144,18,text,110
32.0,2824.0,376983,19,text,110
32.0,2480.0,2484,0,text,111
32.0,17639.0,21174,1,text,111
81.0,81058.0,103245,2,text,111
