block_idx,color_cue,condition,correct,cue_present,draw_trajectory,goes_in,good_cue,hole,kind,layout,num_bounces,response,rt,score,show_feedback,time_elapsed,trial,trial_index,trial_type,trials_completed,wall_cue,pid
0.0,False,13.0,False,True,True,False,True,instruct_1,instruct,300_1.6,2.0,yes,14580.0,0.0,True,153631,1.0,7,ball,1.0,False,0
0.0,False,13.0,False,True,True,False,True,instruct_0,instruct,300_1.6,1.0,yes,2212.0,0.0,True,160526,2.0,8,ball,2.0,False,0
0.0,False,13.0,True,True,True,False,True,instruct_5,instruct,300_1.6,2.0,no,4164.0,1.0,True,168943,3.0,9,ball,3.0,False,0
0.0,False,13.0,True,True,True,False,True,instruct_4,instruct,300_1.6,1.0,no,2165.0,2.0,True,175502,4.0,10,ball,4.0,False,0
0.0,False,13.0,True,True,True,True,True,instruct_7,instruct,0_1.6,2.0,yes,1005.0,3.0,True,180622,5.0,11,ball,5.0,False,0
0.0,False,13.0,False,True,True,True,True,instruct_2,instruct,0_1.6,1.0,no,3710.0,3.0,True,188519,6.0,12,ball,6.0,False,0
0.0,False,13.0,True,True,True,True,True,instruct_3,instruct,0_1.6,2.0,yes,1692.0,4.0,True,194350,7.0,13,ball,7.0,False,0
0.0,False,13.0,True,True,True,True,True,instruct_6,instruct,0_1.6,1.0,yes,1517.0,5.0,True,199958,8.0,14,ball,8.0,False,0
1.0,background,13.0,True,True,True,True,True,easy_6,easy,0_1.4,1.0,yes,7206.0,1.0,True,223806,1.0,18,ball,9.0,False,0
1.0,background,13.0,False,True,True,False,True,easy_0,easy,300_1.4,1.0,yes,2589.0,1.0,True,230430,2.0,19,ball,10.0,False,0
1.0,background,13.0,True,True,True,False,True,easy_5,easy,300_1.4,1.0,no,6029.0,2.0,True,240862,3.0,20,ball,11.0,False,0
1.0,background,13.0,True,False,True,False,True,easy_1,easy,300_1.4,1.0,no,1621.0,3.0,True,246766,4.0,21,ball,12.0,False,0
1.0,background,13.0,False,True,True,True,True,easy_7,easy,0_1.4,1.0,no,4580.0,3.0,True,255167,5.0,22,ball,13.0,False,0
1.0,background,13.0,True,False,True,False,True,easy_9,easy,300_1.4,1.0,no,957.0,4.0,True,260606,6.0,23,ball,14.0,False,0
1.0,background,13.0,True,True,True,True,True,easy_11,easy,0_1.4,1.0,yes,1237.0,5.0,True,265621,7.0,24,ball,15.0,False,0
1.0,background,13.0,False,False,True,False,True,easy_4,easy,300_1.4,1.0,yes,2740.0,5.0,True,272125,8.0,25,ball,16.0,False,0
1.0,background,13.0,True,False,True,True,True,easy_10,easy,0_1.4,1.0,yes,2805.0,6.0,True,278798,9.0,26,ball,17.0,False,0
1.0,background,13.0,True,False,True,True,True,easy_14,easy,0_1.4,1.0,yes,1829.0,7.0,True,286493,10.0,27,ball,18.0,False,0
1.0,background,13.0,False,False,True,False,True,easy_13,easy,300_1.4,1.0,yes,1029.0,7.0,True,294622,11.0,28,ball,19.0,False,0
1.0,background,13.0,True,True,True,True,True,control_4,control,control,0.0,yes,941.0,8.0,True,298450,12.0,29,ball,20.0,False,0
1.0,background,13.0,True,True,True,True,True,easy_2,easy,0_1.4,1.0,yes,931.0,9.0,True,303726,13.0,30,ball,21.0,False,0
2.0,background,13.0,False,True,True,False,True,easy_12,easy,300_1.4,1.0,yes,8702.0,0.0,True,330925,1.0,32,ball,22.0,False,0
2.0,background,13.0,True,True,True,False,True,easy_9,easy,300_1.4,1.0,no,2101.0,1.0,True,337197,2.0,33,ball,23.0,False,0
2.0,background,13.0,True,True,True,True,True,easy_3,easy,0_1.4,1.0,yes,1725.0,2.0,True,343342,3.0,34,ball,24.0,False,0
2.0,background,13.0,True,True,True,False,True,standard_20,standard,200_2.2,1.0,no,1684.0,3.0,True,349877,4.0,35,ball,25.0,False,0
2.0,background,13.0,False,False,True,False,True,easy_8,easy,300_1.4,1.0,yes,2213.0,3.0,True,355812,5.0,36,ball,26.0,False,0
2.0,background,13.0,True,True,True,False,True,control_5,control,control,0.0,no,1325.0,4.0,True,360089,6.0,37,ball,27.0,False,0
2.0,background,13.0,True,False,True,True,True,easy_11,easy,0_1.4,1.0,yes,1868.0,5.0,True,366414,7.0,38,ball,28.0,False,0
2.0,background,13.0,True,True,True,True,True,easy_14,easy,0_1.4,1.0,yes,1053.0,6.0,True,372060,8.0,39,ball,29.0,False,0
2.0,background,13.0,False,False,True,True,True,easy_6,easy,0_1.4,1.0,no,1797.0,6.0,True,377717,9.0,40,ball,30.0,False,0
2.0,background,13.0,True,False,True,False,True,easy_0,easy,300_1.4,1.0,no,2021.0,7.0,True,383494,10.0,41,ball,31.0,False,0
2.0,background,13.0,True,True,True,True,True,standard_14,standard,0_2.2,1.0,yes,1621.0,8.0,True,389716,11.0,42,ball,32.0,False,0
2.0,background,13.0,False,False,True,False,True,standard_8,standard,200_2.2,1.0,yes,2044.0,8.0,True,396365,12.0,43,ball,33.0,False,0
2.0,background,13.0,True,True,True,False,True,easy_4,easy,300_1.4,1.0,no,1077.0,9.0,True,401908,13.0,44,ball,34.0,False,0
3.0,background,13.0,True,False,True,True,True,easy_7,easy,0_1.4,1.0,yes,1445.0,1.0,True,414597,1.0,46,ball,35.0,False,0
3.0,background,13.0,True,False,True,True,True,easy_2,easy,0_1.4,1.0,yes,1317.0,2.0,True,420140,2.0,47,ball,36.0,False,0
3.0,background,13.0,True,True,True,True,True,easy_10,easy,0_1.4,1.0,yes,10893.0,3.0,True,434837,3.0,48,ball,37.0,False,0
3.0,background,13.0,True,False,True,False,True,standard_9,standard,200_2.2,2.0,no,1494.0,4.0,True,441725,4.0,49,ball,38.0,False,0
3.0,background,13.0,True,True,True,False,True,standard_5,standard,200_2.2,2.0,no,1013.0,5.0,True,447292,5.0,50,ball,39.0,False,0
3.0,background,13.0,True,False,True,False,True,easy_5,easy,300_1.4,1.0,no,1237.0,6.0,True,452339,6.0,51,ball,40.0,False,0
3.0,background,13.0,True,True,True,True,True,control_6,control,control,0.0,yes,1013.0,7.0,True,455920,7.0,52,ball,41.0,False,0
3.0,background,13.0,True,False,True,False,True,standard_17,standard,200_2.2,2.0,no,861.0,8.0,True,461467,8.0,53,ball,42.0,False,0
3.0,background,13.0,True,True,True,True,True,standard_6,standard,0_2.2,1.0,yes,4630.0,9.0,True,470596,9.0,54,ball,43.0,False,0
3.0,background,13.0,False,True,True,True,True,standard_7,standard,0_2.2,2.0,no,3164.0,9.0,True,478356,10.0,55,ball,44.0,False,0
3.0,background,13.0,False,True,True,False,True,easy_1,easy,300_1.4,1.0,yes,2294.0,9.0,True,484396,11.0,56,ball,45.0,False,0
3.0,background,13.0,True,True,True,False,True,easy_13,easy,300_1.4,1.0,no,1069.0,10.0,True,489331,12.0,57,ball,46.0,False,0
3.0,background,13.0,True,False,True,False,True,standard_16,standard,200_2.2,1.0,no,773.0,11.0,True,494684,13.0,58,ball,47.0,False,0
4.0,background,13.0,True,True,True,True,True,standard_2,standard,0_2.2,1.0,yes,1276.0,1.0,True,507019,1.0,60,ball,48.0,False,0
4.0,background,13.0,True,True,True,False,True,standard_4,standard,200_2.2,1.0,no,1317.0,2.0,True,515669,2.0,61,ball,49.0,False,0
4.0,background,13.0,True,True,True,False,True,control_7,control,control,0.0,no,836.0,3.0,True,519568,3.0,62,ball,50.0,False,0
4.0,background,13.0,True,False,True,False,True,standard_13,standard,200_2.2,2.0,no,637.0,4.0,True,524877,4.0,63,ball,51.0,False,0
4.0,background,13.0,False,False,True,True,True,standard_23,standard,0_2.2,2.0,no,764.0,4.0,True,530163,5.0,64,ball,52.0,False,0
4.0,background,13.0,True,False,True,True,True,easy_3,easy,0_1.4,1.0,yes,1166.0,5.0,True,535676,6.0,65,ball,53.0,False,0
4.0,background,13.0,True,False,True,True,True,standard_22,standard,0_2.2,1.0,yes,1069.0,6.0,True,541381,7.0,66,ball,54.0,False,0
4.0,background,13.0,False,False,True,True,True,standard_11,standard,0_2.2,2.0,no,1349.0,6.0,True,547307,8.0,67,ball,55.0,False,0
4.0,background,13.0,False,False,True,False,True,easy_12,easy,300_1.4,1.0,yes,2708.0,6.0,True,553844,9.0,68,ball,56.0,False,0
4.0,background,13.0,True,False,True,True,True,standard_18,standard,0_2.2,1.0,yes,1141.0,7.0,True,559652,10.0,69,ball,57.0,False,0
4.0,background,13.0,True,True,True,True,True,standard_15,standard,0_2.2,2.0,yes,1164.0,8.0,True,565323,11.0,70,ball,58.0,False,0
4.0,background,13.0,True,True,True,True,True,standard_10,standard,0_2.2,1.0,yes,908.0,9.0,True,570804,12.0,71,ball,59.0,False,0
4.0,background,13.0,True,True,True,False,True,easy_8,easy,300_1.4,1.0,no,1733.0,10.0,True,576339,13.0,72,ball,60.0,False,0
5.0,background,13.0,False,False,True,True,True,standard_19,standard,0_2.2,2.0,no,1085.0,0.0,True,588036,1.0,74,ball,61.0,False,0
5.0,background,13.0,True,True,True,False,True,standard_17,standard,200_2.2,2.0,no,781.0,1.0,True,593963,2.0,75,ball,62.0,False,0
5.0,background,13.0,True,True,True,False,True,control_1,control,control,0.0,no,908.0,2.0,True,597807,3.0,76,ball,63.0,False,0
5.0,background,13.0,True,False,True,False,True,standard_1,standard,200_2.2,2.0,no,1237.0,3.0,True,603947,4.0,77,ball,64.0,False,0
5.0,background,13.0,False,False,True,True,True,standard_3,standard,0_2.2,2.0,no,1045.0,3.0,True,609643,5.0,78,ball,65.0,False,0
5.0,background,13.0,True,True,True,False,True,standard_21,standard,200_2.2,2.0,no,1229.0,4.0,True,616251,6.0,79,ball,66.0,False,0
5.0,background,13.0,True,False,True,True,True,standard_6,standard,0_2.2,1.0,yes,997.0,5.0,True,621764,7.0,80,ball,67.0,False,0
5.0,background,13.0,True,True,True,False,True,standard_16,standard,200_2.2,1.0,no,1756.0,6.0,True,628188,8.0,81,ball,68.0,False,0
5.0,background,13.0,True,True,True,False,True,standard_12,standard,200_2.2,1.0,no,869.0,7.0,True,633628,9.0,82,ball,69.0,False,0
5.0,background,13.0,True,True,True,False,True,standard_8,standard,200_2.2,1.0,no,4678.0,8.0,True,642875,10.0,83,ball,70.0,False,0
5.0,background,13.0,True,True,True,False,True,standard_0,standard,200_2.2,1.0,no,573.0,9.0,True,647964,11.0,84,ball,71.0,False,0
5.0,background,13.0,True,False,True,True,True,standard_14,standard,0_2.2,1.0,yes,1109.0,10.0,True,654131,12.0,85,ball,72.0,False,0
5.0,background,13.0,True,False,True,False,True,standard_20,standard,200_2.2,1.0,no,1957.0,11.0,True,660540,13.0,86,ball,73.0,False,0
6.0,background,13.0,True,False,True,False,True,standard_5,standard,200_2.2,2.0,no,605.0,1.0,True,671851,1.0,88,ball,74.0,False,0
6.0,background,13.0,True,False,True,False,True,hard_1,hard,100_3.2,2.0,no,604.0,2.0,True,677955,2.0,89,ball,75.0,False,0
6.0,background,13.0,True,True,True,False,True,standard_13,standard,200_2.2,2.0,no,661.0,3.0,True,683091,3.0,90,ball,76.0,False,0
6.0,background,13.0,True,True,True,True,True,standard_22,standard,0_2.2,1.0,yes,949.0,4.0,True,688522,4.0,91,ball,77.0,False,0
6.0,background,13.0,True,True,True,False,True,hard_8,hard,100_3.2,2.0,no,853.0,5.0,True,694923,5.0,92,ball,78.0,False,0
6.0,background,13.0,True,True,True,True,True,standard_23,standard,0_2.2,2.0,yes,1317.0,6.0,True,700738,6.0,93,ball,79.0,False,0
6.0,background,13.0,False,False,True,True,True,standard_15,standard,0_2.2,2.0,no,2173.0,6.0,True,707562,7.0,94,ball,80.0,False,0
6.0,background,13.0,True,True,True,True,True,control_0,control,control,0.0,yes,846.0,7.0,True,711303,8.0,95,ball,81.0,False,0
6.0,background,13.0,False,True,True,True,True,hard_2,hard,0_3.2,2.0,no,893.0,7.0,True,717787,9.0,96,ball,82.0,False,0
6.0,background,13.0,True,True,True,False,True,standard_9,standard,200_2.2,2.0,no,548.0,8.0,True,723026,10.0,97,ball,83.0,False,0
6.0,background,13.0,False,False,True,True,True,standard_7,standard,0_2.2,2.0,no,765.0,8.0,True,728843,11.0,98,ball,84.0,False,0
6.0,background,13.0,True,False,True,False,True,standard_4,standard,200_2.2,1.0,no,653.0,9.0,True,734075,12.0,99,ball,85.0,False,0
6.0,background,13.0,True,True,True,True,True,standard_18,standard,0_2.2,1.0,yes,1485.0,10.0,True,740795,13.0,100,ball,86.0,False,0
7.0,background,13.0,False,False,True,True,True,hard_6,hard,0_3.2,2.0,no,1061.0,0.0,True,753842,1.0,102,ball,87.0,False,0
7.0,background,13.0,True,False,True,False,True,hard_0,hard,100_3.2,2.0,no,845.0,1.0,True,760307,2.0,103,ball,88.0,False,0
7.0,background,13.0,False,True,True,True,True,hard_3,hard,0_3.2,2.0,no,997.0,1.0,True,766762,3.0,104,ball,89.0,False,0
7.0,background,13.0,True,True,True,True,True,standard_3,standard,0_2.2,2.0,yes,1212.0,2.0,True,772953,4.0,105,ball,90.0,False,0
7.0,background,13.0,True,False,True,True,True,standard_2,standard,0_2.2,1.0,yes,2093.0,3.0,True,780506,5.0,106,ball,91.0,False,0
7.0,background,13.0,True,True,True,False,True,standard_1,standard,200_2.2,2.0,no,1220.0,4.0,True,786450,6.0,107,ball,92.0,False,0
7.0,background,13.0,True,True,True,False,True,control_3,control,control,0.0,no,621.0,5.0,True,790062,7.0,108,ball,93.0,False,0
7.0,background,13.0,True,True,True,False,True,hard_9,hard,100_3.2,2.0,no,413.0,6.0,True,796059,8.0,109,ball,94.0,False,0
7.0,background,13.0,True,True,True,True,True,standard_11,standard,0_2.2,2.0,yes,557.0,7.0,True,801314,9.0,110,ball,95.0,False,0
7.0,background,13.0,True,False,True,True,True,standard_10,standard,0_2.2,1.0,yes,661.0,8.0,True,806850,10.0,111,ball,96.0,False,0
7.0,background,13.0,True,True,True,False,True,hard_4,hard,100_3.2,2.0,no,445.0,9.0,True,812986,11.0,112,ball,97.0,False,0
7.0,background,13.0,False,False,True,False,True,standard_12,standard,200_2.2,1.0,yes,860.0,9.0,True,818475,12.0,113,ball,98.0,False,0
7.0,background,13.0,True,False,True,False,True,hard_12,hard,100_3.2,2.0,no,757.0,10.0,True,824651,13.0,114,ball,99.0,False,0
8.0,background,13.0,False,False,True,True,True,hard_10,hard,0_3.2,2.0,no,3966.0,0.0,True,839553,1.0,116,ball,100.0,False,0
8.0,background,13.0,True,True,True,False,True,hard_13,hard,100_3.2,2.0,no,3652.0,1.0,True,848954,2.0,117,ball,101.0,False,0
8.0,background,13.0,True,False,True,True,True,hard_14,hard,0_3.2,2.0,yes,925.0,2.0,True,855490,3.0,118,ball,102.0,False,0
8.0,background,13.0,True,True,True,True,True,standard_19,standard,0_2.2,2.0,yes,1020.0,3.0,True,861185,4.0,119,ball,103.0,False,0
8.0,background,13.0,True,False,True,True,True,hard_2,hard,0_3.2,2.0,yes,1525.0,4.0,True,868258,5.0,120,ball,104.0,False,0
8.0,background,13.0,True,False,True,True,True,hard_11,hard,0_3.2,2.0,yes,869.0,5.0,True,875090,6.0,121,ball,105.0,False,0
8.0,background,13.0,True,True,True,False,True,hard_1,hard,100_3.2,2.0,no,572.0,6.0,True,881241,7.0,122,ball,106.0,False,0
8.0,background,13.0,False,False,True,False,True,hard_8,hard,100_3.2,2.0,yes,1462.0,6.0,True,888258,8.0,123,ball,107.0,False,0
8.0,background,13.0,True,True,True,True,True,control_2,control,control,0.0,yes,2561.0,7.0,True,893293,9.0,124,ball,108.0,False,0
8.0,background,13.0,True,True,True,False,True,hard_5,hard,100_3.2,2.0,no,861.0,8.0,True,900330,10.0,125,ball,109.0,False,0
8.0,background,13.0,False,False,True,False,True,standard_21,standard,200_2.2,2.0,yes,1476.0,8.0,True,943842,11.0,126,ball,110.0,False,0
8.0,background,13.0,True,True,True,True,True,hard_7,hard,0_3.2,2.0,yes,1933.0,9.0,True,951472,12.0,127,ball,111.0,False,0
8.0,background,13.0,False,False,True,False,True,standard_0,standard,200_2.2,1.0,yes,3069.0,9.0,True,959289,13.0,128,ball,112.0,False,0
9.0,background,13.0,True,True,True,False,True,hard_12,hard,100_3.2,2.0,no,1124.0,1.0,True,973305,1.0,130,ball,113.0,False,0
9.0,background,13.0,True,True,True,True,True,hard_14,hard,0_3.2,2.0,yes,813.0,2.0,True,979696,2.0,131,ball,114.0,False,0
9.0,background,13.0,True,False,True,False,True,hard_13,hard,100_3.2,2.0,no,1636.0,3.0,True,986976,3.0,132,ball,115.0,False,0
9.0,background,13.0,True,True,True,True,True,hard_6,hard,0_3.2,2.0,yes,1014.0,4.0,True,993569,4.0,133,ball,116.0,False,0
9.0,background,13.0,False,False,True,True,True,hard_3,hard,0_3.2,2.0,no,877.0,4.0,True,999911,5.0,134,ball,117.0,False,0
9.0,background,13.0,True,False,True,True,True,hard_7,hard,0_3.2,2.0,yes,1108.0,5.0,True,1006544,6.0,135,ball,118.0,False,0
9.0,background,13.0,True,True,True,True,True,hard_10,hard,0_3.2,2.0,yes,1037.0,6.0,True,1013911,7.0,136,ball,119.0,False,0
9.0,background,13.0,False,False,True,False,True,hard_9,hard,100_3.2,2.0,yes,1524.0,6.0,True,1020905,8.0,137,ball,120.0,False,0
9.0,background,13.0,True,False,True,False,True,hard_5,hard,100_3.2,2.0,no,542.0,7.0,True,1028369,9.0,138,ball,121.0,False,0
9.0,background,13.0,True,True,True,False,True,hard_0,hard,100_3.2,2.0,no,764.0,8.0,True,1034704,10.0,139,ball,122.0,False,0
9.0,background,13.0,True,True,True,True,True,hard_11,hard,0_3.2,2.0,yes,637.0,9.0,True,1041408,11.0,140,ball,123.0,False,0
9.0,background,13.0,True,False,True,False,True,hard_4,hard,100_3.2,2.0,no,1196.0,10.0,True,1051591,12.0,141,ball,124.0,False,0
10.0,background,13.0,True,True,True,False,True,critical_2,critical,100_3.2,2.0,no,1173.0,1.0,False,1066748,1.0,143,ball,125.0,False,0
10.0,background,13.0,True,True,True,True,True,critical_3,critical,0_3.2,2.0,yes,2701.0,2.0,False,1071731,2.0,144,ball,126.0,False,0
10.0,background,13.0,True,True,True,False,True,critical_4,critical,100_3.2,2.0,no,468.0,3.0,False,1074115,3.0,145,ball,127.0,False,0
10.0,background,13.0,True,True,True,True,True,critical_5,critical,0_3.2,2.0,yes,823.0,4.0,False,1076876,4.0,146,ball,128.0,False,0
10.0,background,13.0,False,True,True,False,False,critical_6,critical,100_3.2,2.0,yes,429.0,4.0,False,1079196,5.0,147,ball,129.0,False,0
10.0,background,13.0,True,True,True,False,True,filler_5,filler,200_2.2,2.0,no,2333.0,5.0,False,1084004,6.0,148,ball,130.0,False,0
10.0,background,13.0,True,True,True,False,True,filler_1,filler,200_2.2,2.0,no,101.0,6.0,False,1086803,7.0,149,ball,131.0,False,0
10.0,background,13.0,False,True,True,True,False,critical_7,critical,0_3.2,2.0,no,349.0,6.0,False,1089244,8.0,150,ball,132.0,False,0
10.0,background,13.0,True,True,True,True,True,filler_2,filler,0_2.2,1.0,yes,940.0,7.0,False,1092187,9.0,151,ball,133.0,False,0
10.0,background,13.0,True,True,True,True,True,filler_3,filler,0_2.2,2.0,yes,454.0,8.0,False,1094628,10.0,152,ball,134.0,False,0
10.0,background,13.0,False,True,True,False,False,critical_0,critical,100_3.2,2.0,yes,411.0,8.0,False,1096540,11.0,153,ball,135.0,False,0
10.0,background,13.0,True,True,True,False,True,filler_4,filler,200_2.2,1.0,no,317.0,9.0,False,1098652,12.0,154,ball,136.0,False,0
10.0,background,13.0,True,True,True,False,True,filler_0,filler,200_2.2,1.0,no,293.0,10.0,False,1100835,13.0,155,ball,137.0,False,0
10.0,background,13.0,False,True,True,True,False,critical_1,critical,0_3.2,2.0,no,341.0,10.0,False,1103123,14.0,156,ball,138.0,False,0
0.0,False,17.0,True,True,True,True,True,instruct_6,instruct,0_1.6,1.0,yes,10109.0,1.0,True,135996,1.0,7,ball,1.0,False,1
0.0,False,17.0,True,True,True,True,True,instruct_2,instruct,0_1.6,1.0,yes,2270.0,2.0,True,143031,2.0,8,ball,2.0,False,1
0.0,False,17.0,True,True,True,False,True,instruct_5,instruct,300_1.6,2.0,no,2729.0,3.0,True,150350,3.0,9,ball,3.0,False,1
0.0,False,17.0,True,True,True,False,True,instruct_1,instruct,300_1.6,2.0,no,5337.0,4.0,True,160437,4.0,10,ball,4.0,False,1
0.0,False,17.0,True,True,True,True,True,instruct_7,instruct,0_1.6,2.0,yes,4130.0,5.0,True,197930,5.0,11,ball,5.0,False,1
0.0,False,17.0,True,True,True,True,True,instruct_3,instruct,0_1.6,2.0,yes,3445.0,6.0,True,205709,6.0,12,ball,6.0,False,1
0.0,False,17.0,False,True,True,False,True,instruct_4,instruct,300_1.6,1.0,yes,1941.0,6.0,True,211790,7.0,13,ball,7.0,False,1
0.0,False,17.0,True,True,True,False,True,instruct_0,instruct,300_1.6,1.0,no,1908.0,7.0,True,218279,8.0,14,ball,8.0,False,1
1.0,background,17.0,False,False,True,False,True,easy_5,easy,300_1.4,1.0,yes,2404.0,0.0,True,235776,1.0,18,ball,9.0,False,1
1.0,background,17.0,True,False,True,False,True,easy_8,easy,300_1.4,1.0,no,2004.0,1.0,True,242272,2.0,19,ball,10.0,False,1
1.0,background,17.0,False,False,True,False,True,easy_4,easy,300_1.4,1.0,yes,3756.0,1.0,True,251297,3.0,20,ball,11.0,False,1
1.0,background,17.0,False,False,True,True,True,easy_6,easy,0_1.4,1.0,no,3075.0,1.0,True,258674,4.0,21,ball,12.0,False,1
1.0,background,17.0,True,False,True,True,True,easy_10,easy,0_1.4,1.0,yes,5076.0,2.0,True,269405,5.0,22,ball,13.0,False,1
1.0,background,17.0,True,True,True,False,True,control_1,control,control,0.0,no,1954.0,3.0,True,274558,6.0,23,ball,14.0,False,1
1.0,background,17.0,True,True,True,True,True,easy_7,easy,0_1.4,1.0,yes,2920.0,4.0,True,281983,7.0,24,ball,15.0,False,1
1.0,background,17.0,True,False,True,False,True,easy_13,easy,300_1.4,1.0,no,69393.0,5.0,True,357662,8.0,25,ball,16.0,False,1
1.0,background,17.0,False,True,True,False,True,easy_0,easy,300_1.4,1.0,yes,8018.0,5.0,True,369942,9.0,26,ball,17.0,False,1
1.0,background,17.0,True,True,True,True,True,easy_11,easy,0_1.4,1.0,yes,2277.0,6.0,True,376785,10.0,27,ball,18.0,False,1
1.0,background,17.0,True,True,True,True,True,easy_3,easy,0_1.4,1.0,yes,2418.0,7.0,True,383851,11.0,28,ball,19.0,False,1
1.0,background,17.0,True,True,True,True,True,easy_2,easy,0_1.4,1.0,yes,3094.0,8.0,True,391373,12.0,29,ball,20.0,False,1
1.0,background,17.0,False,True,True,False,True,easy_9,easy,300_1.4,1.0,yes,4520.0,8.0,True,407173,13.0,30,ball,21.0,False,1
2.0,background,17.0,True,True,True,False,True,easy_13,easy,300_1.4,1.0,no,8629.0,1.0,True,487885,1.0,32,ball,22.0,False,1
2.0,background,17.0,False,True,True,False,True,easy_1,easy,300_1.4,1.0,yes,7972.0,1.0,True,547766,2.0,33,ball,23.0,False,1
2.0,background,17.0,True,True,True,False,True,standard_20,standard,200_2.2,1.0,no,3365.0,2.0,True,556415,3.0,34,ball,24.0,False,1
2.0,background,17.0,True,True,True,True,True,easy_6,easy,0_1.4,1.0,yes,7428.0,3.0,True,576026,4.0,35,ball,25.0,False,1
2.0,background,17.0,True,False,True,False,True,standard_17,standard,200_2.2,2.0,no,1887.0,4.0,True,583458,5.0,36,ball,26.0,False,1
2.0,background,17.0,True,True,True,True,True,control_2,control,control,0.0,yes,3331.0,5.0,True,593528,6.0,37,ball,27.0,False,1
2.0,background,17.0,True,False,True,False,True,easy_0,easy,300_1.4,1.0,no,8133.0,6.0,True,608295,7.0,38,ball,28.0,False,1
2.0,background,17.0,True,False,True,True,True,easy_3,easy,0_1.4,1.0,yes,2340.0,7.0,True,615856,8.0,39,ball,29.0,False,1
2.0,background,17.0,True,False,True,True,True,easy_11,easy,0_1.4,1.0,yes,2517.0,8.0,True,624212,9.0,40,ball,30.0,False,1
2.0,background,17.0,True,False,True,False,True,easy_12,easy,300_1.4,1.0,no,1824.0,9.0,True,634984,10.0,41,ball,31.0,False,1
2.0,background,17.0,True,True,True,False,True,easy_8,easy,300_1.4,1.0,no,2721.0,10.0,True,642080,11.0,42,ball,32.0,False,1
2.0,background,17.0,True,True,True,True,True,standard_22,standard,0_2.2,1.0,yes,1717.0,11.0,True,650110,12.0,43,ball,33.0,False,1
2.0,background,17.0,True,True,True,True,True,easy_14,easy,0_1.4,1.0,yes,1714.0,12.0,True,661192,13.0,44,ball,34.0,False,1
3.0,background,17.0,False,False,True,True,True,standard_11,standard,0_2.2,2.0,no,6295.0,0.0,True,702205,1.0,46,ball,35.0,False,1
3.0,background,17.0,True,True,True,True,True,easy_10,easy,0_1.4,1.0,yes,2659.0,1.0,True,709963,2.0,47,ball,36.0,False,1
3.0,background,17.0,True,False,True,True,True,easy_7,easy,0_1.4,1.0,yes,1686.0,2.0,True,716941,3.0,48,ball,37.0,False,1
3.0,background,17.0,True,False,True,True,True,easy_2,easy,0_1.4,1.0,yes,1058.0,3.0,True,722252,4.0,49,ball,38.0,False,1
3.0,background,17.0,True,True,True,True,True,standard_6,standard,0_2.2,1.0,yes,1476.0,4.0,True,728668,5.0,50,ball,39.0,False,1
3.0,background,17.0,True,True,True,True,True,standard_15,standard,0_2.2,2.0,yes,1032.0,5.0,True,734970,6.0,51,ball,40.0,False,1
3.0,background,17.0,False,False,True,False,True,standard_9,standard,200_2.2,2.0,yes,3969.0,5.0,True,743915,7.0,52,ball,41.0,False,1
3.0,background,17.0,False,True,True,False,True,easy_5,easy,300_1.4,1.0,yes,4082.0,5.0,True,753401,8.0,53,ball,42.0,False,1
3.0,background,17.0,True,True,True,False,True,easy_4,easy,300_1.4,1.0,no,9073.0,6.0,True,767978,9.0,54,ball,43.0,False,1
3.0,background,17.0,True,True,True,False,True,standard_0,standard,200_2.2,1.0,no,8484.0,7.0,True,782055,10.0,55,ball,44.0,False,1
3.0,background,17.0,True,True,True,False,True,control_3,control,control,0.0,no,9598.0,8.0,True,794921,11.0,56,ball,45.0,False,1
3.0,background,17.0,False,False,True,False,True,standard_8,standard,200_2.2,1.0,yes,2836.0,8.0,True,802938,12.0,57,ball,46.0,False,1
3.0,background,17.0,True,False,True,False,True,easy_9,easy,300_1.4,1.0,no,2193.0,9.0,True,812072,13.0,58,ball,47.0,False,1
4.0,background,17.0,False,False,True,True,True,standard_7,standard,0_2.2,2.0,no,2694.0,0.0,True,832742,1.0,60,ball,48.0,False,1
4.0,background,17.0,True,False,True,True,True,standard_14,standard,0_2.2,1.0,yes,1063.0,1.0,True,838983,2.0,61,ball,49.0,False,1
4.0,background,17.0,True,True,True,True,True,control_6,control,control,0.0,yes,1072.0,2.0,True,844042,3.0,62,ball,50.0,False,1
4.0,background,17.0,True,True,True,True,True,standard_19,standard,0_2.2,2.0,yes,846.0,3.0,True,849979,4.0,63,ball,51.0,False,1
4.0,background,17.0,False,False,True,True,True,standard_3,standard,0_2.2,2.0,no,1936.0,3.0,True,856763,5.0,64,ball,52.0,False,1
4.0,background,17.0,False,False,True,False,True,standard_12,standard,200_2.2,1.0,yes,1508.0,3.0,True,863012,6.0,65,ball,53.0,False,1
4.0,background,17.0,True,False,True,True,True,easy_14,easy,0_1.4,1.0,yes,2024.0,4.0,True,869399,7.0,66,ball,54.0,False,1
4.0,background,17.0,True,True,True,True,True,standard_2,standard,0_2.2,1.0,yes,1658.0,5.0,True,876498,8.0,67,ball,55.0,False,1
4.0,background,17.0,True,False,True,False,True,easy_1,easy,300_1.4,1.0,no,1811.0,6.0,True,882372,9.0,68,ball,56.0,False,1
4.0,background,17.0,True,True,True,False,True,easy_12,easy,300_1.4,1.0,no,2959.0,7.0,True,889453,10.0,69,ball,57.0,False,1
